epoch,relu_1e-2_train_loss,gelu_1e-2_train_loss,silu_1e-2_train_loss,relu_1e-3_train_loss,gelu_1e-3_train_loss,silu_1e-3_train_loss,relu_1e-4_train_loss,gelu_1e-4_train_loss,silu_1e-4_train_loss,relu_1e-5_train_loss,gelu_1e-5_train_loss,silu_1e-5_train_loss,zilu_sigma0.1_lr1e-2_train_loss,zilu_sigma0.5_lr1e-2_train_loss,zilu_sigma1.0_lr1e-2_train_loss,zilu_sigma5.0_lr1e-2_train_loss,zilu_sigma10.0_lr1e-2_train_loss,zilu_approx_sigma0.1_lr1e-2_train_loss,zilu_approx_sigma0.5_lr1e-2_train_loss,zilu_approx_sigma1.0_lr1e-2_train_loss,zilu_approx_sigma5.0_lr1e-2_train_loss,zilu_approx_sigma10.0_lr1e-2_train_loss,zilu_sigma0.1_lr1e-3_train_loss,zilu_sigma0.5_lr1e-3_train_loss,zilu_sigma1.0_lr1e-3_train_loss,zilu_sigma5.0_lr1e-3_train_loss,zilu_sigma10.0_lr1e-3_train_loss,zilu_approx_sigma0.1_lr1e-3_train_loss,zilu_approx_sigma0.5_lr1e-3_train_loss,zilu_approx_sigma1.0_lr1e-3_train_loss,zilu_approx_sigma5.0_lr1e-3_train_loss,zilu_approx_sigma10.0_lr1e-3_train_loss,zilu_sigma0.1_lr1e-4_train_loss,zilu_sigma0.5_lr1e-4_train_loss,zilu_sigma1.0_lr1e-4_train_loss,zilu_sigma5.0_lr1e-4_train_loss,zilu_sigma10.0_lr1e-4_train_loss,zilu_approx_sigma0.1_lr1e-4_train_loss,zilu_approx_sigma0.5_lr1e-4_train_loss,zilu_approx_sigma1.0_lr1e-4_train_loss,zilu_approx_sigma5.0_lr1e-4_train_loss,zilu_approx_sigma10.0_lr1e-4_train_loss,zilu_sigma0.1_lr1e-5_train_loss,zilu_sigma0.5_lr1e-5_train_loss,zilu_sigma1.0_lr1e-5_train_loss,zilu_sigma5.0_lr1e-5_train_loss,zilu_sigma10.0_lr1e-5_train_loss,zilu_approx_sigma0.1_lr1e-5_train_loss,zilu_approx_sigma0.5_lr1e-5_train_loss,zilu_approx_sigma1.0_lr1e-5_train_loss,zilu_approx_sigma5.0_lr1e-5_train_loss,zilu_approx_sigma10.0_lr1e-5_train_loss
72,0.41798504,0.36169362,0.35878669,0.20641886,0.15323399,0.17693556,0.24560671,0.19842887,0.20444306,0.68389704,0.59360104,0.54846413,0.57593274,0.39503744,0.40222415,0.42225975,0.40277824,0.54209638,0.43338083,0.40816965,0.39345103,0.39455364,0.51899512,0.24579315,0.19010775,0.16662105,0.18262514,0.47664128,0.25563867,0.21265046,0.18081719,0.18777941,0.5129779,0.26933425,0.22132382,0.2222595,0.23727564,0.48403862,0.28226385,0.23435754,0.2275482,0.23298893,0.70102743,0.50103484,0.51402883,0.61024289,0.63739321,0.65316766,0.48798588,0.50375622,0.60792913,0.62545866
73,0.41754436,0.36724044,0.36896546,0.2005912,0.14973586,0.17967286,0.24411754,0.1953424,0.20336871,0.67874722,0.58322023,0.54338004,0.5729989,0.39229408,0.40433781,0.41871997,0.40414558,0.55123444,0.43920695,0.42117095,0.39903364,0.39650675,0.51381104,0.24371908,0.18743248,0.16729367,0.17764768,0.47709546,0.25233723,0.21306934,0.17664637,0.18294771,0.51579583,0.26238873,0.22289231,0.22082957,0.23037008,0.48218898,0.27241798,0.23060465,0.22302579,0.22525696,0.70183724,0.4952114,0.5082911,0.6071474,0.63535715,0.64848584,0.48502561,0.49773131,0.6047615,0.62368977
74,0.41871043,0.36193323,0.34909284,0.19779277,0.14955375,0.17435141,0.24161275,0.19136457,0.20333877,0.67693278,0.57120407,0.53599183,0.56495114,0.4008265,0.39212791,0.42111938,0.39995824,0.5490036,0.44003996,0.43253674,0.39274469,0.40226665,0.51026778,0.24144103,0.18406553,0.16589702,0.1715901,0.47005806,0.24808918,0.20447425,0.17674359,0.18031293,0.50903693,0.26233978,0.22099065,0.21428197,0.22784667,0.47692011,0.27209444,0.23009664,0.2217375,0.22455137,0.70259373,0.48981417,0.50364598,0.59957418,0.62565993,0.64815947,0.4802787,0.49560304,0.59752076,0.61439244
75,0.42118832,0.37246943,0.34859823,0.20433186,0.14467244,0.16722639,0.23385302,0.18612723,0.20021727,0.664888,0.57359265,0.52944223,0.56857336,0.38954767,0.39408536,0.41004702,0.3986859,0.53419043,0.43378452,0.40250945,0.39044429,0.39291994,0.50292669,0.23826394,0.18164652,0.16156913,0.17237826,0.46673713,0.24512428,0.20426863,0.17182696,0.17827907,0.50461287,0.25919964,0.21633404,0.21680415,0.22633125,0.47476624,0.26937399,0.22754019,0.21322775,0.21971646,0.69149654,0.48545911,0.49225903,0.59197293,0.61794935,0.63902376,0.47060658,0.47906794,0.58788533,0.60116391
76,0.41523936,0.35253642,0.3587286,0.19684007,0.1452179,0.16541434,0.23095951,0.18235671,0.19010658,0.66041842,0.56624891,0.52142348,0.55921115,0.39401776,0.39086443,0.41626815,0.3920629,0.52726925,0.4248427,0.40756076,0.38380844,0.38896971,0.49878336,0.23067748,0.17960039,0.1590173,0.17098324,0.45917394,0.23720508,0.19754936,0.16865738,0.17200395,0.49830563,0.25240462,0.20612004,0.20667703,0.21638682,0.46780855,0.26228002,0.21800094,0.2081231,0.21294682,0.69156351,0.47782903,0.48779934,0.58553968,0.61450045,0.63952898,0.46685167,0.48033306,0.58577479,0.60304851
77,0.41567404,0.3593259,0.36941491,0.20162452,0.14693226,0.16689106,0.22661471,0.1877578,0.19232859,0.6568038,0.55088168,0.51356419,0.56263318,0.41065956,0.39124241,0.41670431,0.39618523,0.53000444,0.42731642,0.40221078,0.39251673,0.38463877,0.50089237,0.23284535,0.18022996,0.1603718,0.17381203,0.45815842,0.23953085,0.2013442,0.16933761,0.17309174,0.49769351,0.25162772,0.21043834,0.21253439,0.22202143,0.47268894,0.26298752,0.21966586,0.21084346,0.2172436,0.68729344,0.4649388,0.48308883,0.57419753,0.60739326,0.63358207,0.45634329,0.47062698,0.57399133,0.59258974
78,0.40790555,0.35036595,0.34629802,0.18960073,0.14117264,0.16044861,0.22483734,0.17847648,0.18962643,0.64557592,0.54670404,0.50921911,0.55792692,0.38276537,0.38832335,0.40879677,0.38294436,0.53003783,0.42231625,0.39595959,0.38048659,0.38094712,0.49432621,0.2258051,0.17289078,0.15858188,0.16808488,0.45539557,0.23723869,0.19552621,0.16544799,0.1700487,0.49640657,0.24711401,0.20719538,0.20197533,0.212788,0.46655814,0.26652612,0.21614305,0.20812128,0.21310967,0.68033956,0.46825598,0.48034561,0.57556685,0.60593998,0.62976841,0.45624449,0.46662673,0.56773979,0.58815645
79,0.41352893,0.35140528,0.34655039,0.19131795,0.14149313,0.1598406,0.22253361,0.17702738,0.18295942,0.64153793,0.53899963,0.49878962,0.55103113,0.38305482,0.3913477,0.40681368,0.38484091,0.52246872,0.4188984,0.39913579,0.37925779,0.38496291,0.48885667,0.22130937,0.17449719,0.15857086,0.1638569,0.44955923,0.23492592,0.19294755,0.1577949,0.17006612,0.4879837,0.24655963,0.20550146,0.20412107,0.21055391,0.45848461,0.26245853,0.21503471,0.20153833,0.21038613,0.67692935,0.46041484,0.46267466,0.57039413,0.59238061,0.62978247,0.44503636,0.45649642,0.55996895,0.5758358
80,0.41161787,0.35508083,0.34446802,0.18615263,0.13948123,0.15655065,0.22192489,0.17248868,0.18236279,0.63055361,0.53093448,0.48653895,0.55149594,0.38664093,0.39047239,0.41101847,0.38519181,0.52090236,0.42305667,0.40419354,0.38784184,0.39171225,0.48630838,0.22465032,0.16868685,0.14677741,0.16570207,0.44863814,0.22845522,0.18954849,0.16200869,0.16190329,0.4885137,0.23757217,0.19900394,0.19699196,0.20758175,0.45636906,0.25464803,0.20961544,0.19782665,0.20400754,0.6759438,0.45809497,0.46037703,0.55644789,0.58337323,0.62531198,0.43717607,0.45008814,0.55037827,0.57539209
81,0.40717434,0.35441689,0.3416684,0.18554043,0.13756074,0.16041131,0.21783502,0.17104555,0.17902252,0.63084195,0.52590496,0.48719549,0.55619073,0.38300423,0.38424969,0.40794501,0.39345897,0.52708378,0.42349386,0.40287275,0.37998331,0.38687177,0.48509076,0.21546424,0.1672047,0.14847691,0.16042999,0.44599597,0.23049106,0.18485391,0.16112896,0.16470029,0.48395732,0.2412862,0.1973992,0.19301193,0.20226792,0.45359017,0.25284847,0.20373624,0.19676489,0.20256048,0.67406369,0.44741715,0.45176668,0.55214474,0.58400874,0.62034895,0.43418665,0.44885868,0.55032621,0.56738535
82,0.40732924,0.34902945,0.3434331,0.18307821,0.13102168,0.15355212,0.21575457,0.16764355,0.1788809,0.62568764,0.51503864,0.48132683,0.5492805,0.38555164,0.38570198,0.40103107,0.39276516,0.51868805,0.43009636,0.39564463,0.38887278,0.38576597,0.48320509,0.21453351,0.16503232,0.14776641,0.16065091,0.44224547,0.23024888,0.18925898,0.15677037,0.16435241,0.48648214,0.23731363,0.19220478,0.19264607,0.19967717,0.45126995,0.24731834,0.20491982,0.19478696,0.19925849,0.67038701,0.43575835,0.44799946,0.54153326,0.57415301,0.61898973,0.42816223,0.43848865,0.53723575,0.55811437
83,0.40953066,0.35247556,0.33842628,0.1837969,0.13108427,0.15553462,0.21530464,0.16793786,0.17742172,0.61835944,0.51602954,0.47297096,0.54761236,0.38781291,0.38742183,0.40383634,0.38040686,0.5278486,0.44069419,0.39719835,0.37561313,0.38296629,0.48206849,0.21774658,0.16409637,0.14604525,0.15364768,0.44251534,0.22676806,0.18505454,0.15768199,0.15677786,0.48455115,0.2318079,0.18736329,0.1916833,0.20191118,0.45262521,0.24792462,0.20292948,0.19333188,0.20175407,0.67034234,0.43676448,0.44302673,0.54011,0.57221753,0.618939,0.42548486,0.44391578,0.5336725,0.55656573
84,0.40933931,0.34307496,0.33803233,0.17792893,0.12820032,0.14819192,0.20312048,0.16421286,0.17250168,0.61344798,0.50426448,0.46142896,0.54420005,0.37179612,0.38616386,0.40459149,0.38106641,0.54671698,0.41446069,0.38974313,0.36891398,0.37809252,0.47109757,0.21108355,0.15965849,0.14076051,0.15449582,0.43291758,0.22007541,0.17945717,0.15279792,0.15633064,0.47690508,0.23139381,0.1877952,0.18826969,0.19645683,0.44791078,0.24216617,0.19514292,0.18615488,0.19598487,0.66203387,0.43352198,0.43961838,0.53052248,0.55739342,0.61077944,0.41478276,0.42787907,0.52509355,0.55072452
85,0.40596316,0.34706617,0.33582106,0.17856997,0.13039045,0.1490748,0.20502076,0.16052081,0.17366808,0.60848565,0.50071277,0.4604898,0.54129699,0.3736971,0.37994828,0.40235559,0.37828815,0.51687279,0.41480096,0.39607454,0.37838421,0.39203736,0.47212074,0.21010099,0.15914234,0.14090748,0.15369373,0.43284015,0.22117579,0.18021037,0.15704514,0.15399348,0.47402678,0.23068698,0.18603474,0.18429824,0.19511237,0.44213485,0.23936349,0.19733101,0.18571953,0.1905036,0.65914298,0.42717471,0.42674279,0.52124632,0.54906156,0.60931192,0.41163067,0.41968373,0.51638737,0.53723051
86,0.40780658,0.3504056,0.34213801,0.17523259,0.12668479,0.14640028,0.20660187,0.1575944,0.16630675,0.5991698,0.49512575,0.45436942,0.54971043,0.38848189,0.38127254,0.40446194,0.39180766,0.5246484,0.41883075,0.3979344,0.37324969,0.381537,0.47120055,0.20583076,0.16026261,0.14266693,0.14884906,0.43506804,0.21869051,0.17766769,0.14920251,0.15725452,0.47430287,0.22529113,0.18172699,0.1828337,0.19347325,0.44239008,0.23562198,0.19112652,0.18255537,0.19071648,0.66004939,0.42465002,0.42459585,0.52128327,0.55444127,0.6066142,0.40356068,0.42117277,0.52199081,0.53584439
87,0.40093323,0.34541262,0.33825549,0.17132766,0.12667394,0.14807366,0.20069328,0.15969058,0.16390482,0.59257223,0.48613934,0.4458979,0.54620161,0.38603898,0.38180128,0.39532425,0.37888319,0.51729642,0.41760329,0.39213567,0.3732363,0.38076132,0.46709783,0.20325965,0.15373772,0.13793424,0.14533991,0.42731585,0.21547492,0.17825782,0.14957515,0.15093702,0.47323614,0.22249868,0.18204034,0.18259259,0.19036411,0.44043774,0.2381532,0.19462008,0.18277435,0.18566189,0.65652874,0.41285948,0.4173538,0.51171275,0.54537439,0.59969469,0.40214889,0.41135399,0.5105081,0.53109886
88,0.40062495,0.34738384,0.33838057,0.17242775,0.12545535,0.14338534,0.19965377,0.15480372,0.1654934,0.58635222,0.47954445,0.4400442,0.54511478,0.3816896,0.38414729,0.40394472,0.38415776,0.52208591,0.42001447,0.38764688,0.37847917,0.38072934,0.46565712,0.2047013,0.15945007,0.13937996,0.14728133,0.42519805,0.20999052,0.17453587,0.1474943,0.15098777,0.47024008,0.2230263,0.18151807,0.17648716,0.18491116,0.43821124,0.23339791,0.19218822,0.17803061,0.18328217,0.65454306,0.40884353,0.41163839,0.50689033,0.53212441,0.59548245,0.39473374,0.40676844,0.5077691,0.52046232
89,0.40029095,0.33616051,0.35496195,0.17606294,0.12117468,0.14196786,0.19387445,0.15420691,0.16151834,0.58858543,0.47495233,0.4403096,0.53775106,0.3724688,0.37444975,0.39686018,0.37585331,0.51345854,0.40995818,0.38640547,0.37749137,0.37637459,0.463677,0.20219038,0.15391277,0.13754084,0.14525859,0.42477809,0.21393479,0.17191135,0.14911283,0.14845571,0.46126079,0.22067502,0.17750048,0.17672068,0.1829407,0.43671826,0.23194507,0.18472092,0.17864571,0.18393188,0.64989804,0.3981695,0.40678775,0.5025312,0.53342598,0.59688588,0.39000804,0.3987596,0.50075074,0.52201552
90,0.3969573,0.33823289,0.33214021,0.16961084,0.12198798,0.1413556,0.1929131,0.15100623,0.16190709,0.57663242,0.47290101,0.43390282,0.5386927,0.36766393,0.37494899,0.40118606,0.37225174,0.51816711,0.40556789,0.38848072,0.39262437,0.37778794,0.45932875,0.20022429,0.14988987,0.13209835,0.14681782,0.4242578,0.21184763,0.17333889,0.14464266,0.14919252,0.46520329,0.21355343,0.17580749,0.17269593,0.18362968,0.43188359,0.2233419,0.18636073,0.17602732,0.1802091,0.64725428,0.39911409,0.4059113,0.49984623,0.52652284,0.58896832,0.38677467,0.40067989,0.49185466,0.51147603
91,0.39874385,0.34717995,0.32809151,0.16416295,0.12166453,0.14159579,0.19579313,0.14625066,0.15825367,0.56963158,0.46098563,0.42658089,0.52940614,0.37302136,0.37454294,0.39395162,0.37638195,0.51426108,0.41003006,0.38737872,0.36837687,0.37230241,0.45644136,0.19827315,0.14828728,0.13406069,0.1460633,0.41659119,0.20735801,0.17058044,0.1446352,0.14918158,0.4577964,0.21221856,0.17509125,0.1720542,0.17917263,0.42881096,0.22114426,0.18032961,0.17437482,0.1739828,0.64516574,0.38847347,0.39339631,0.48785366,0.51711771,0.5931462,0.37858686,0.38335716,0.48752114,0.50730232
92,0.40328433,0.33883651,0.34022901,0.16433652,0.1220346,0.13984559,0.18679391,0.14858824,0.15549994,0.56458885,0.45373531,0.41509965,0.53442056,0.36956016,0.37896394,0.39190356,0.38059637,0.51276416,0.41133731,0.38643479,0.36910174,0.37532233,0.45503992,0.19389068,0.15154721,0.13404254,0.14247091,0.41489093,0.20367918,0.17052091,0.13960631,0.14677872,0.45935761,0.21004562,0.16876615,0.17277834,0.17730177,0.42542163,0.22299347,0.18009758,0.16601429,0.17664756,0.63688983,0.38669732,0.38469534,0.48598489,0.5076867,0.58669105,0.37580735,0.3812566,0.47659962,0.50171487
93,0.39584241,0.33476071,0.33599361,0.16438711,0.12068381,0.13608252,0.18821146,0.14608638,0.15316906,0.56008702,0.45044441,0.41717251,0.54081761,0.36347342,0.37014801,0.39445684,0.3736234,0.50173248,0.40798464,0.38748941,0.3683744,0.37369815,0.45153897,0.19122341,0.14695869,0.12912379,0.13992244,0.41514239,0.20184566,0.16229265,0.14195668,0.14520141,0.4567065,0.2085681,0.17184684,0.16881071,0.1738633,0.42541834,0.21585581,0.17886167,0.16893667,0.17504815,0.63940697,0.38675492,0.38486667,0.48411643,0.51290436,0.58496185,0.37105386,0.38060699,0.47829286,0.49938923
94,0.39263437,0.33145092,0.32790572,0.16128742,0.11951632,0.13342217,0.18150821,0.14019924,0.15061099,0.55703139,0.45038221,0.40699074,0.52968327,0.36705848,0.37303401,0.39458401,0.37665602,0.50421597,0.40148267,0.38928905,0.36425439,0.36578025,0.4473713,0.19323257,0.1443433,0.13044276,0.13806184,0.41127743,0.20386102,0.16427959,0.1405883,0.1410901,0.45436303,0.20659018,0.16444852,0.16326516,0.17335661,0.42316879,0.21544074,0.17927226,0.16727334,0.16838773,0.63701537,0.37687161,0.37842932,0.47289503,0.50649625,0.58422002,0.36871042,0.37200549,0.4720364,0.48684832
95,0.40956231,0.33034701,0.32876411,0.16102669,0.11237864,0.13397256,0.1808647,0.14266385,0.14769275,0.55083418,0.43784894,0.39969706,0.52491686,0.37311404,0.36994975,0.38688419,0.37503348,0.50508297,0.40923339,0.38118211,0.36529068,0.3715127,0.44604763,0.18607517,0.1442017,0.12444754,0.13751738,0.40827776,0.19762164,0.16259734,0.13577124,0.14096081,0.44906885,0.2060307,0.16448404,0.15924393,0.17117028,0.41811998,0.21538787,0.17132286,0.16403104,0.1691563,0.63389049,0.36955468,0.37069498,0.46663785,0.49935379,0.577637,0.36531808,0.36870271,0.46304316,0.48048266
96,0.39298362,0.32950701,0.32594692,0.16096569,0.11786964,0.13536604,0.18006559,0.1394773,0.1495468,0.54103962,0.43492283,0.39981868,0.52812272,0.37164258,0.37712418,0.39434524,0.37399922,0.51034823,0.40728368,0.38473646,0.36489841,0.37255857,0.44454783,0.18887572,0.14069482,0.12708283,0.13758242,0.40806909,0.20151211,0.16502125,0.1366464,0.14584979,0.45092701,0.2051395,0.16365839,0.162784,0.16890989,0.41870295,0.21578238,0.17450776,0.16131751,0.16822709,0.63087494,0.370479,0.37040914,0.46472089,0.49021365,0.5770265,0.35688633,0.36859804,0.45844937,0.48330499
97,0.39828415,0.33535518,0.33322188,0.158997,0.11393606,0.13084026,0.17852622,0.13573449,0.14548096,0.54224694,0.42726472,0.38918435,0.51986841,0.41561798,0.3659499,0.39136812,0.37487556,0.50988178,0.40293621,0.38218289,0.36842821,0.37070359,0.4388762,0.18556666,0.14135503,0.12655657,0.13150452,0.40487901,0.1978299,0.16096639,0.13354462,0.13441004,0.44626227,0.20020489,0.15618087,0.15943166,0.16807856,0.41935343,0.21358089,0.17178262,0.15753484,0.16405112,0.62836167,0.36333464,0.36145407,0.45707589,0.48683588,0.57159346,0.35720714,0.35882788,0.45620726,0.47125735
98,0.38366062,0.33277725,0.32674965,0.15450848,0.11030648,0.12804697,0.1741422,0.13463339,0.14139939,0.53735643,0.42030958,0.3834157,0.53219369,0.38228139,0.37017477,0.39188109,0.37288039,0.50951974,0.41022123,0.3749005,0.3660073,0.36833098,0.44127903,0.18218182,0.13506208,0.12043222,0.13150329,0.39876179,0.18728607,0.15755633,0.12967893,0.13669407,0.44322246,0.19663904,0.15430007,0.15534374,0.16123143,0.40694108,0.20584902,0.16329591,0.15457693,0.16154818,0.62660934,0.35447426,0.35749089,0.44833032,0.48177707,0.56867457,0.3445771,0.35310876,0.44694568,0.46771458
99,0.39629001,0.33369369,0.32734376,0.15564716,0.11399642,0.13166934,0.17591712,0.13604057,0.14565088,0.52876473,0.41711361,0.3819545,0.52477264,0.36705749,0.37038179,0.391389,0.38159617,0.5049901,0.41096312,0.38204071,0.37905404,0.37146086,0.43701654,0.1838117,0.14000218,0.12389657,0.13265528,0.40184794,0.19376454,0.15776061,0.13366162,0.1369028,0.44402484,0.19550942,0.15733224,0.155143,0.16097265,0.41150972,0.20350669,0.16982704,0.15853689,0.16483716,0.62188323,0.3578196,0.35253956,0.44680014,0.47795133,0.56872821,0.34846434,0.35115695,0.44591269,0.4640706
100,0.39005066,0.32679558,0.31659821,0.14776197,0.10775041,0.12409483,0.16881933,0.13172368,0.14276004,0.51865625,0.40523682,0.36860812,0.51298391,0.35457396,0.36162553,0.38290249,0.36658069,0.49140242,0.39429248,0.37335464,0.36618029,0.36417876,0.43331293,0.17588337,0.13350664,0.11989174,0.12877962,0.39588844,0.18714749,0.14941657,0.12836824,0.13368114,0.43801669,0.19006198,0.14842938,0.14904255,0.15858955,0.4076202,0.20265311,0.16042936,0.15085904,0.15786234,0.61947098,0.34468611,0.34216681,0.43610494,0.46303411,0.55941307,0.33371141,0.33756538,0.43374304,0.45147458
101,0.39113159,0.33021427,0.32123037,0.15578449,0.10643179,0.12362758,0.17015668,0.13045415,0.1356587,0.51648183,0.40713891,0.36925213,0.5250681,0.36396461,0.36833579,0.39062109,0.3745891,0.5035363,0.40354775,0.38712859,0.36734363,0.37901898,0.43367548,0.1778465,0.13068578,0.12475764,0.13009532,0.39771638,0.18957004,0.15234988,0.1274752,0.13200333,0.44148604,0.18968036,0.15099716,0.15082336,0.15982934,0.41343975,0.20154759,0.16091178,0.15089505,0.15925667,0.61540922,0.34124445,0.34129183,0.43296241,0.46949298,0.55784229,0.33382978,0.33890767,0.42892134,0.45017303
102,0.39117158,0.31980278,0.3263377,0.15470673,0.10869552,0.12459014,0.16264455,0.12876041,0.13605609,0.51003609,0.39570945,0.36338237,0.51609094,0.35669302,0.36000918,0.3875921,0.36863561,0.49025279,0.39597006,0.37623954,0.35996134,0.3855125,0.42595595,0.17492678,0.13631727,0.11714052,0.13228189,0.39240647,0.18733532,0.14793318,0.12933864,0.13112585,0.433568,0.18659586,0.14736722,0.15027357,0.15252963,0.40336657,0.19692359,0.15728222,0.14523305,0.1551376,0.61465415,0.33486895,0.32797245,0.42692939,0.45436118,0.55776811,0.32718688,0.32945375,0.42298876,0.43958012
103,0.3922325,0.32898647,0.32330725,0.15081615,0.10617919,0.1222826,0.16410179,0.12871567,0.13628609,0.50847749,0.3929815,0.35434079,0.52196713,0.35966,0.37301468,0.39334099,0.37670384,0.49838443,0.39962593,0.3804251,0.362397,0.36721027,0.42866436,0.17641429,0.13262656,0.1196275,0.12496553,0.39463177,0.18300535,0.15023177,0.12763884,0.12924028,0.43430077,0.18933928,0.14839666,0.15059728,0.15516816,0.40183228,0.19449138,0.15733997,0.14618422,0.15425146,0.61452595,0.33698499,0.32960677,0.42320027,0.44914695,0.55759549,0.32752191,0.33120242,0.42124804,0.43746999
104,0.38438341,0.32473848,0.3222179,0.14844226,0.10514003,0.12072947,0.16125727,0.12335453,0.13234372,0.50018497,0.38250212,0.35056715,0.52050848,0.35498916,0.36441674,0.38056823,0.36475651,0.4957753,0.39600704,0.37145146,0.3627059,0.36390525,0.42264695,0.16852986,0.13042091,0.11737181,0.12606643,0.3879712,0.18188593,0.14804283,0.12640214,0.12871124,0.42653097,0.1848349,0.14539453,0.15011275,0.1564537,0.39973747,0.19740558,0.15644861,0.14242053,0.15133819,0.60643,0.32720988,0.31843732,0.4121173,0.4478808,0.55447211,0.31626439,0.32026358,0.41198882,0.43384432
105,0.39034346,0.32641506,0.32481209,0.15129191,0.10385455,0.11737871,0.16255294,0.12591262,0.13625129,0.5060611,0.38013048,0.34873221,0.52359487,0.35983869,0.36383352,0.38401579,0.36589195,0.49730852,0.39885975,0.37180466,0.35646266,0.36404207,0.42270765,0.16896227,0.12900267,0.11838485,0.12621792,0.3878194,0.17766844,0.14760391,0.1255801,0.12998567,0.43226295,0.18640183,0.14656807,0.148791,0.1516162,0.39980383,0.19097191,0.15366623,0.1436188,0.14730017,0.60762289,0.32911736,0.32276926,0.41083559,0.44054526,0.55417886,0.31818592,0.32281227,0.40828399,0.43099971
106,0.3966608,0.32370569,0.32087759,0.14367464,0.10800397,0.12048883,0.15917206,0.12178418,0.13445971,0.48975479,0.3810932,0.34051017,0.51968601,0.354184,0.37042308,0.38735756,0.37122713,0.49112633,0.39805546,0.37017952,0.36535942,0.36119818,0.42208888,0.16895085,0.12765314,0.11523572,0.12447621,0.38455097,0.18168621,0.14263565,0.1196543,0.12674369,0.42703056,0.18486414,0.14725145,0.1421143,0.15050907,0.39932361,0.19052667,0.15335004,0.14387278,0.15232094,0.60872255,0.32371952,0.31351133,0.40705921,0.44038674,0.54808529,0.31542883,0.31591359,0.40380325,0.42609176
107,0.39153061,0.32175107,0.31815623,0.14492892,0.10485283,0.12101182,0.15781302,0.12107364,0.12860029,0.48880397,0.36874968,0.3372601,0.5209917,0.36010765,0.36458155,0.39270757,0.37551918,0.49576975,0.39475212,0.37525046,0.36262635,0.36541592,0.41899347,0.16346544,0.1280504,0.11511506,0.12556181,0.38058788,0.17899301,0.14835206,0.12222866,0.12736648,0.42779318,0.17793403,0.14367617,0.14244358,0.14878932,0.39595412,0.1896185,0.15345786,0.14002452,0.14563418,0.60644053,0.31668951,0.30970609,0.39882818,0.43355847,0.54721177,0.30706311,0.30704308,0.39937154,0.42007699
108,0.39222073,0.32855303,0.32094664,0.14794479,0.10342596,0.11971216,0.1573522,0.11986321,0.12587348,0.480255,0.37152016,0.33510627,0.51494673,0.3607208,0.36029889,0.38095896,0.37082175,0.49820427,0.39129912,0.37119219,0.36373551,0.36136827,0.41892945,0.1648721,0.1260391,0.11514504,0.12091376,0.3815518,0.17715102,0.14194187,0.12215978,0.12535065,0.42444359,0.18033992,0.14201977,0.13865357,0.14722281,0.39250306,0.19026702,0.15063505,0.13843334,0.14679386,0.60137209,0.31415395,0.30481892,0.39741636,0.42836879,0.54102756,0.3035954,0.30342283,0.39451541,0.41566064
109,0.38306151,0.32757576,0.31846107,0.14184252,0.09991168,0.11640173,0.15313408,0.11834428,0.12537642,0.471532,0.36014006,0.31968704,0.51113793,0.35703026,0.35828389,0.38021412,0.36305889,0.49266223,0.39983818,0.36684491,0.36378839,0.3625123,0.41408778,0.16622027,0.12615118,0.10862973,0.11992504,0.37672622,0.17706621,0.14305683,0.12101704,0.12536929,0.42301288,0.17302759,0.13869163,0.13706843,0.14524935,0.38843956,0.18881305,0.14851775,0.13390516,0.13997111,0.59275932,0.30571072,0.29688258,0.3871708,0.42118878,0.54027397,0.30087619,0.29878597,0.38847178,0.4081593
110,0.38147024,0.31702445,0.31694333,0.14214682,0.10162522,0.11476332,0.15272377,0.12032657,0.12844443,0.47241679,0.36073428,0.32183154,0.50870341,0.35808609,0.36052425,0.37920113,0.36833011,0.51008106,0.38972778,0.3668898,0.35380966,0.36176247,0.41385527,0.16286244,0.12439479,0.10728004,0.1204754,0.37654772,0.1715402,0.13953866,0.11984724,0.12436496,0.41927734,0.17644316,0.13829241,0.13816117,0.14337191,0.38731599,0.18358621,0.14682214,0.13969247,0.14197902,0.59619061,0.3045779,0.30066928,0.39006064,0.42137569,0.54083272,0.29648641,0.2992572,0.38674799,0.40548833
111,0.38337741,0.32020439,0.31491707,0.13948166,0.09930137,0.1126709,0.14996156,0.11626407,0.12510961,0.46679641,0.35320239,0.31866703,0.51293878,0.35469936,0.35747589,0.37582341,0.3666287,0.49116888,0.39016498,0.36959486,0.35704722,0.36188134,0.4124008,0.16346095,0.1193155,0.11049855,0.11519527,0.3751713,0.16986144,0.13756475,0.11898117,0.12287323,0.41628783,0.17163634,0.13422791,0.13402204,0.14269488,0.38626657,0.17982996,0.14309602,0.13298328,0.13824254,0.59240641,0.30122859,0.2943623,0.38646558,0.41350632,0.5378048,0.29349179,0.29633563,0.37879955,0.39750932
112,0.38605273,0.31955327,0.33029591,0.13845543,0.09820223,0.11246759,0.15042275,0.11662417,0.1216234,0.45680774,0.3435327,0.30787434,0.51063219,0.36293394,0.35835583,0.37650309,0.36181698,0.48309512,0.39520839,0.3745376,0.35710732,0.36181148,0.40716162,0.15930223,0.12243226,0.11223037,0.11522479,0.37075212,0.16900471,0.13917431,0.11650566,0.12322955,0.41513225,0.16893637,0.13697161,0.13285874,0.13812961,0.38198276,0.17930953,0.14136038,0.13367661,0.13680429,0.58935107,0.29736516,0.28668336,0.36964143,0.40839513,0.53054427,0.28571531,0.28430832,0.37155906,0.39024098
