epoch,relu-lr1e-2-train,gelu-lr1e-2-train,silu-lr1e-2-train,relu-lr1e-3-train,gelu-lr1e-3-train,silu-lr1e-3-train,relu-lr1e-4-train,gelu-lr1e-4-train,silu-lr1e-4-train,relu-lr1e-5-train,gelu-lr1e-5-train,silu-lr1e-5-train,zailusigma0.1-lr1e-2-train,zailusigma0.5-lr1e-2-train,zailusigma1.0-lr1e-2-train,zailusigma5.0-lr1e-2-train,zailusigma10.0-lr1e-2-train,zailuapproxsigma0.1-lr1e-2-train,zailuapproxsigma0.5-lr1e-2-train,zailuapproxsigma1.0-lr1e-2-train,zailuapproxsigma5.0-lr1e-2-train,zailuapproxsigma10.0-lr1e-2-train,zailusigma0.1-lr1e-3-train,zailusigma0.5-lr1e-3-train,zailusigma1.0-lr1e-3-train,zailusigma5.0-lr1e-3-train,zailusigma10.0-lr1e-3-train,zailuapproxsigma0.1-lr1e-3-train,zailuapproxsigma0.5-lr1e-3-train,zailuapproxsigma1.0-lr1e-3-train,zailuapproxsigma5.0-lr1e-3-train,zailuapproxsigma10.0-lr1e-3-train,zailusigma0.1-lr1e-4-train,zailusigma0.5-lr1e-4-train,zailusigma1.0-lr1e-4-train,zailusigma5.0-lr1e-4-train,zailusigma10.0-lr1e-4-train,zailuapproxsigma0.1-lr1e-4-train,zailuapproxsigma0.5-lr1e-4-train,zailuapproxsigma1.0-lr1e-4-train,zailuapproxsigma5.0-lr1e-4-train,zailuapproxsigma10.0-lr1e-4-train,zailusigma0.1-lr1e-5-train,zailusigma0.5-lr1e-5-train,zailusigma1.0-lr1e-5-train,zailusigma5.0-lr1e-5-train,zailusigma10.0-lr1e-5-train,zailuapproxsigma0.1-lr1e-5-train,zailuapproxsigma0.5-lr1e-5-train,zailuapproxsigma1.0-lr1e-5-train,zailuapproxsigma5.0-lr1e-5-train,zailuapproxsigma10.0-lr1e-5-train
72,1.39503671,1.39090801,1.44693459,0.25751852,0.2283091,0.30018763,0.33494161,0.21716782,0.26133969,1.6905028,1.421735,1.30763985,1.78453216,1.28453357,1.38316957,1.37846285,1.40384531,1.75623637,1.46517705,1.39429037,1.42950477,1.36432637,1.61103509,0.62546829,0.33425326,0.21582449,0.23446966,1.40569185,0.65894069,0.32924702,0.23375286,0.23000446,1.54102804,0.44434038,0.30261829,0.28634963,0.31739868,1.40489374,0.45437184,0.352824,0.29642326,0.29891938,1.86716378,1.12748649,1.21590643,1.56989893,1.67844436,1.71796696,1.17735361,1.19059704,1.52434656,1.61914349
73,1.38851752,1.39825842,1.43089433,0.2500281,0.23721902,0.3009529,0.33747277,0.2203109,0.25712662,1.67010332,1.38764415,1.28619769,1.76912857,1.24975724,1.36750152,1.37629771,1.39642699,1.75941254,1.46961171,1.38813721,1.42039754,1.35986831,1.59189152,0.60019077,0.32302384,0.20998062,0.23035709,1.38833263,0.65139171,0.32280192,0.23338893,0.22504256,1.53522976,0.43614877,0.29711077,0.28336358,0.31406722,1.38863869,0.44785523,0.33783888,0.29736975,0.28734964,1.85645015,1.10754233,1.18854934,1.54529963,1.65371199,1.70795021,1.15127873,1.15618661,1.49933051,1.589811
74,1.38294748,1.38043526,1.42561281,0.24710145,0.22857519,0.28368827,0.32333004,0.21277794,0.24932792,1.65239504,1.36977719,1.26002193,1.75666126,1.22449982,1.35443737,1.37289411,1.4017788,1.73983578,1.47161724,1.38657924,1.41210458,1.36448239,1.58626022,0.59273585,0.3132733,0.19819119,0.2250471,1.37198198,0.63646127,0.30891415,0.22640561,0.22109456,1.52531203,0.41966358,0.29144025,0.27825649,0.2977388,1.38190455,0.43747248,0.33646744,0.28743038,0.28328786,1.84156837,1.09252458,1.16433195,1.52962504,1.63265414,1.69962816,1.13180122,1.142395,1.47508474,1.5737427
75,1.38571251,1.37557696,1.39698328,0.24844074,0.22861376,0.28210815,0.31467207,0.20334224,0.24558676,1.62753776,1.33979651,1.23185444,1.75591114,1.22830675,1.36070105,1.36094753,1.39153397,1.74524896,1.45648427,1.38540837,1.417834,1.35592573,1.5669417,0.5728111,0.30388363,0.20140318,0.22082837,1.35451839,0.62387868,0.30441302,0.22021997,0.22018863,1.51233641,0.4158668,0.28286897,0.26979346,0.29601271,1.3666863,0.41959337,0.32358196,0.28122789,0.27675966,1.8373446,1.06526279,1.1363437,1.50238891,1.61483569,1.6882726,1.10763627,1.11272494,1.45507797,1.54875076
76,1.37865741,1.35621383,1.40871157,0.24170659,0.22105092,0.2739336,0.30633971,0.19689292,0.23485775,1.60943985,1.31272528,1.20949632,1.75324732,1.22570401,1.36722234,1.35148308,1.38938159,1.73782127,1.44990177,1.37414398,1.40698791,1.35138695,1.54738369,0.56534126,0.29487451,0.19926219,0.21922545,1.33712106,0.59839095,0.30538641,0.2150405,0.21132226,1.50071507,0.40079622,0.27479701,0.25763225,0.28685373,1.35149969,0.41309042,0.32171876,0.26904749,0.27302343,1.82535497,1.04536997,1.10605227,1.48257306,1.58789705,1.67302715,1.07972928,1.09163709,1.42675886,1.52062288
77,1.36925689,1.35963336,1.4110188,0.23524892,0.22101156,0.2743995,0.2995783,0.19857159,0.23061783,1.58896049,1.29737251,1.1869389,1.74598895,1.20760857,1.33930482,1.3431429,1.37943585,1.7213512,1.43435948,1.37819884,1.39659986,1.33055958,1.53725605,0.55341673,0.29487954,0.19768368,0.21260161,1.32595695,0.5919918,0.29591541,0.21150957,0.2078344,1.48952289,0.39861658,0.26785017,0.25676979,0.28490279,1.34578981,0.40439597,0.31187777,0.26820384,0.2684229,1.81318836,1.02529773,1.09011706,1.46344188,1.57682339,1.6626271,1.05921647,1.07383562,1.41227819,1.50310571
78,1.3728926,1.34929422,1.42374448,0.23602339,0.21405698,0.26417646,0.30176624,0.19502788,0.2306452,1.57075343,1.27013645,1.16509886,1.73686211,1.2138042,1.33821545,1.35967572,1.38832342,1.72647648,1.43957924,1.36432103,1.39579929,1.34878467,1.52976695,0.54543014,0.29224484,0.19073808,0.21796682,1.3246417,0.57944399,0.29077733,0.20716146,0.20701277,1.48420036,0.3863454,0.27172178,0.25823676,0.28311663,1.34650335,0.39614262,0.30663654,0.26669424,0.26844928,1.81617355,1.00901973,1.07281078,1.44349776,1.55534771,1.6634105,1.04757962,1.05247503,1.39140734,1.48876893
79,1.36880952,1.33554781,1.38189486,0.22947087,0.20602976,0.25605364,0.28798736,0.18921113,0.22176574,1.55331816,1.24794579,1.1464877,1.73247635,1.21442483,1.33426649,1.3532591,1.3834469,1.71371433,1.4362093,1.35059084,1.39005245,1.33490493,1.51682608,0.5281224,0.28691506,0.1878419,0.21134266,1.3063162,0.56969401,0.282367,0.19780659,0.19761502,1.4761224,0.36849729,0.25057105,0.2496862,0.27133641,1.32768411,0.37860872,0.29393234,0.25381846,0.2567515,1.80073932,0.97993575,1.04451137,1.41906445,1.53184872,1.64656044,1.02563275,1.03021042,1.3664217,1.47085843
80,1.35478244,1.31798606,1.34540431,0.2235428,0.20772391,0.25686667,0.28170696,0.18434925,0.22281978,1.53485958,1.22145019,1.11603516,1.72759385,1.19693127,1.32875498,1.32765004,1.37564453,1.71964669,1.42160674,1.35645464,1.37440483,1.32200744,1.49862626,0.50836018,0.28039783,0.18799841,0.20354407,1.28770996,0.55347742,0.27859478,0.19548759,0.19809757,1.46091678,0.37108779,0.25376905,0.24133232,0.26647937,1.31112134,0.36868055,0.28706929,0.25424992,0.25139468,1.79069499,0.96520506,1.01922251,1.40134648,1.5100478,1.63275521,1.00396542,1.00335628,1.34598743,1.44320183
81,1.35966688,1.31191607,1.34498101,0.21756556,0.21407209,0.25287753,0.27635392,0.18109616,0.21014787,1.51168228,1.19173515,1.09097753,1.73132658,1.20239251,1.32128725,1.33106033,1.36327037,1.70582158,1.41161982,1.3412808,1.36776837,1.32438942,1.48573776,0.5048458,0.27596528,0.18783107,0.20096767,1.28093089,0.54115821,0.27799305,0.20081843,0.1950554,1.45605438,0.35206197,0.24718599,0.23576594,0.25996807,1.30077528,0.35884742,0.28467108,0.24592219,0.24038291,1.77899622,0.92833326,0.99491577,1.37219943,1.48489945,1.62543264,0.97667758,0.98097208,1.32141264,1.42174018
82,1.34690605,1.30946877,1.33212648,0.22042749,0.20921609,0.24764262,0.27212282,0.17634174,0.20750234,1.49229184,1.16679063,1.06629959,1.7110833,1.1750125,1.30186359,1.33016019,1.36770092,1.6988869,1.4195446,1.33561179,1.36547176,1.3206648,1.47313016,0.49431985,0.26537634,0.18354112,0.19235589,1.26381965,0.52867144,0.26830318,0.19280516,0.19187747,1.44178348,0.34219138,0.24459703,0.23552744,0.2566068,1.29456312,0.35715535,0.27591626,0.23786583,0.24233526,1.7699501,0.91035743,0.97362927,1.34775466,1.45802105,1.61910764,0.9547855,0.95518206,1.29619088,1.39850962
83,1.33039028,1.29691218,1.31399045,0.20953966,0.20086869,0.23815656,0.26690772,0.1723921,0.20038917,1.46987834,1.14949375,1.03731096,1.69958474,1.15602731,1.28862002,1.31698583,1.34367593,1.71874653,1.41164414,1.32954613,1.35788594,1.31118977,1.45340689,0.47950533,0.25926296,0.17167118,0.19473433,1.24682473,0.5116017,0.26052365,0.18599604,0.18805882,1.42556512,0.3380613,0.23474744,0.22396314,0.24886261,1.27760685,0.34315336,0.26765645,0.23091469,0.23426918,1.76329395,0.89473864,0.95108477,1.32619589,1.44736192,1.59793052,0.93235562,0.93453346,1.27019877,1.37669913
84,1.34765187,1.28336729,1.30660368,0.20675831,0.19778292,0.23025028,0.26036762,0.17161504,0.19697679,1.46000132,1.13121888,1.02101568,1.69053566,1.16517113,1.30316498,1.31400055,1.35658567,1.68208638,1.40098752,1.31557535,1.35772014,1.30273281,1.43435868,0.46326206,0.26073848,0.1726256,0.19046651,1.23197605,0.49786939,0.25222542,0.18203893,0.18389629,1.41872703,0.32606081,0.22760355,0.21779044,0.24204254,1.26001173,0.34038275,0.26142647,0.22915555,0.22600343,1.7539089,0.87456315,0.93298489,1.30670741,1.4261472,1.59225365,0.91806371,0.91325588,1.2502775,1.35869288
85,1.33298708,1.29835831,1.33059708,0.21006163,0.19621789,0.22975265,0.25985497,0.17180925,0.19464442,1.44969244,1.10854654,0.99840887,1.6958039,1.15583026,1.30242768,1.31464846,1.34402995,1.68257771,1.38164325,1.33413416,1.3633824,1.30569264,1.43454785,0.46013326,0.25888464,0.17646556,0.19146112,1.22520694,0.49703626,0.2510923,0.18410198,0.1857526,1.41926896,0.32542546,0.23009034,0.22633035,0.24123845,1.26367174,0.33040523,0.25801365,0.22622645,0.22506729,1.74853931,0.85669609,0.91411859,1.28533412,1.41199942,1.58769707,0.89760696,0.90039582,1.23331703,1.34568459
86,1.32720046,1.2861478,1.30394707,0.21083721,0.18959685,0.2249103,0.25196351,0.16439622,0.19051433,1.42117624,1.08286625,0.97719432,1.69652556,1.14745946,1.28986488,1.30738653,1.3458042,1.67969511,1.39106495,1.31757315,1.34817302,1.30154859,1.41286722,0.44610197,0.24852173,0.1713195,0.18824609,1.20934547,0.48595671,0.24728859,0.17442367,0.17854303,1.3983442,0.31730249,0.22456809,0.21383982,0.23180242,1.24274623,0.32406283,0.25167717,0.21709864,0.22279729,1.74062715,0.83475381,0.89885585,1.27043619,1.39568891,1.5688303,0.87795187,0.87268419,1.20970267,1.31728831
87,1.3365221,1.28355258,1.3105097,0.20368294,0.18846498,0.22378799,0.24943453,0.16320289,0.18819557,1.40131048,1.058307,0.95126072,1.69919296,1.14607284,1.29087096,1.30804193,1.34912612,1.67382754,1.39360167,1.32287881,1.34836034,1.30144105,1.40436506,0.43716272,0.24935305,0.16954451,0.18027182,1.19980129,0.47157561,0.25133462,0.18312994,0.17871884,1.39756182,0.31132281,0.22122394,0.21054134,0.23515886,1.23131695,0.31355783,0.24672956,0.22128436,0.21629034,1.73049131,0.81844541,0.87688956,1.25143783,1.37251028,1.56647661,0.85888442,0.8517815,1.19398482,1.29719039
88,1.32410164,1.25935841,1.29115523,0.19950171,0.19654458,0.21747431,0.24239385,0.15900064,0.18718254,1.38544726,1.04277504,0.93355617,1.67537244,1.12415104,1.28156188,1.30591513,1.34142845,1.67461056,1.39646614,1.31188504,1.33898883,1.2954537,1.39381761,0.43036556,0.24251755,0.16323762,0.1858372,1.18436258,0.46280836,0.23969869,0.17525172,0.17472046,1.38641613,0.30593262,0.21449528,0.20765741,0.22442099,1.22886125,0.30938082,0.24305435,0.21682171,0.21956751,1.72805998,0.80738072,0.8586979,1.23518119,1.34777359,1.55733977,0.84242542,0.83580236,1.17175887,1.28553817
89,1.3379939,1.27340957,1.27558089,0.20127267,0.20175334,0.22072346,0.24243052,0.16033597,0.18648337,1.36727152,1.0226816,0.90522321,1.6854515,1.14653006,1.28420034,1.30057831,1.34910529,1.65925595,1.3819842,1.30188593,1.33299317,1.2950765,1.38270899,0.41925368,0.24260268,0.16223005,0.18165693,1.17207011,0.45538338,0.23825367,0.17342006,0.17331676,1.37546173,0.29562421,0.21513359,0.20338164,0.22064634,1.21424331,0.30359757,0.24447766,0.21311698,0.21107717,1.7179468,0.78804585,0.82630235,1.21122923,1.33741508,1.54536531,0.82182082,0.81803359,1.15641816,1.2659515
90,1.3195934,1.28027962,1.25813894,0.198279,0.1855242,0.20962472,0.2362727,0.15365391,0.18530456,1.34560567,0.99747316,0.88391043,1.66864097,1.12942435,1.2626962,1.28991515,1.32326473,1.65955727,1.37668708,1.29268219,1.31694084,1.28689721,1.36392577,0.41859337,0.24203486,0.15787437,0.1787301,1.15860181,0.44850212,0.23297275,0.17519052,0.16880611,1.36704166,0.29078079,0.2082254,0.19910769,0.21880943,1.20826911,0.30061737,0.23400369,0.20417542,0.20785745,1.709133,0.76811391,0.81316336,1.188132,1.3074739,1.54175943,0.80978894,0.79160699,1.13064125,1.24276915
91,1.31673545,1.28850855,1.26580328,0.19384353,0.1814012,0.20797735,0.23238095,0.15121335,0.17796192,1.32315,0.97397241,0.86321208,1.66967114,1.14306058,1.26273762,1.29538009,1.33139364,1.67216923,1.36168758,1.29180757,1.32148298,1.28272489,1.36305927,0.40551464,0.23577358,0.15482927,0.17614691,1.15094528,0.43930002,0.23188327,0.16652381,0.1681017,1.35496288,0.28798969,0.20292428,0.19506614,0.2179076,1.19842441,0.29290393,0.22875643,0.19878283,0.20493885,1.70481857,0.75147607,0.78574435,1.16594712,1.28805348,1.52985803,0.78252685,0.77707629,1.11010595,1.21881029
92,1.30893794,1.26987549,1.24635433,0.19016823,0.16919369,0.2054946,0.2307866,0.15144884,0.17729893,1.30354747,0.95376779,0.84211417,1.66626067,1.10180814,1.25617414,1.28334206,1.32437882,1.65913564,1.36720764,1.27757441,1.31627952,1.27906931,1.34425902,0.39373154,0.23423726,0.15915897,0.17155171,1.12914983,0.43190313,0.22659639,0.16478305,0.16605616,1.34170209,0.27795127,0.19943558,0.19054648,0.20728413,1.1789375,0.28805251,0.22603329,0.20168975,0.20363438,1.69230423,0.7314796,0.76468663,1.14508344,1.2645317,1.5172015,0.7661072,0.76110739,1.08770829,1.20078991
93,1.30750808,1.24841333,1.22808649,0.19212183,0.17055784,0.20105702,0.2214172,0.15082627,0.17138534,1.29481955,0.93554159,0.82157687,1.64749355,1.11595768,1.2516933,1.28056205,1.32387654,1.6612265,1.36035197,1.27516153,1.32294164,1.28051817,1.33092856,0.38960263,0.23048653,0.15613226,0.16984301,1.11945703,0.4255325,0.22204376,0.16199075,0.16618882,1.33984732,0.27248496,0.19653119,0.19009942,0.20902909,1.17145806,0.28757454,0.22240475,0.19696796,0.20033007,1.67972357,0.71427878,0.75711078,1.13241621,1.25101299,1.50921546,0.75435555,0.74223312,1.07555692,1.17926359
94,1.30596096,1.25635742,1.23617091,0.19110696,0.17436805,0.20223304,0.22027723,0.14920723,0.17305171,1.27655309,0.91030183,0.80457402,1.65014226,1.10598806,1.23949039,1.27810389,1.33018128,1.63246151,1.35813583,1.27627447,1.31168588,1.2687725,1.31376117,0.38436238,0.23294039,0.15260667,0.1750073,1.11156997,0.41286106,0.21648017,0.16189598,0.16435184,1.32961413,0.26863383,0.19561375,0.18944517,0.20589812,1.1663325,0.27879221,0.21904418,0.19910856,0.19535443,1.67748268,0.69392129,0.73590022,1.11041282,1.23305179,1.49612133,0.73615636,0.7277677,1.04929411,1.1600534
95,1.29359493,1.2288396,1.22852192,0.18394111,0.16724565,0.19364581,0.21304792,0.14617849,0.16486365,1.25851486,0.88221135,0.77638591,1.65299242,1.0972019,1.22914923,1.27295487,1.31539747,1.62735117,1.34860936,1.26669386,1.30283973,1.27475668,1.3060459,0.38593515,0.2190283,0.14824621,0.16511703,1.09226841,0.40518902,0.21075345,0.1558676,0.15713074,1.3161793,0.26266064,0.19530961,0.18174924,0.1977104,1.14370495,0.27507793,0.20998722,0.19262297,0.19167058,1.66393254,0.67838264,0.7157096,1.08226381,1.20732318,1.48622735,0.71595148,0.70286731,1.02576293,1.13297332
96,1.30752257,1.2231667,1.22423678,0.1836021,0.16884189,0.1920119,0.21210196,0.14058309,0.16380755,1.23973541,0.87045526,0.765757,1.65383467,1.1067189,1.2453661,1.27513506,1.31430884,1.63389517,1.35417606,1.26374693,1.30002905,1.27326464,1.29466446,0.36482718,0.22753044,0.14971123,0.16621177,1.09126544,0.40524282,0.21768855,0.15423148,0.16655447,1.31240719,0.2588917,0.18712292,0.18336149,0.19886158,1.14534664,0.26868745,0.20662977,0.18607985,0.18217128,1.66531744,0.66838378,0.69669257,1.06984878,1.19596851,1.47877755,0.70765174,0.68678182,1.01251754,1.1220483
97,1.30417953,1.2181755,1.21578666,0.17950958,0.16701535,0.19356827,0.2099292,0.14105508,0.16253176,1.2167072,0.848959,0.74322271,1.650973,1.08320316,1.23314302,1.26642506,1.30944239,1.63738711,1.34308332,1.25597055,1.29310145,1.26344279,1.28071657,0.3659192,0.21286041,0.14887555,0.16317229,1.07500231,0.39751092,0.20930071,0.15693061,0.15490136,1.30311852,0.25620978,0.18229423,0.17999001,0.19391412,1.13005872,0.26120686,0.20329078,0.18550119,0.18049829,1.65066841,0.64583696,0.68889271,1.05278803,1.17816497,1.47726786,0.68879511,0.67526167,0.98928305,1.1015854
98,1.29556905,1.21395483,1.2116081,0.17878746,0.16152337,0.18559244,0.21264726,0.13459076,0.16231892,1.2014526,0.8269508,0.72795133,1.64418319,1.08914362,1.22413804,1.26384308,1.3109438,1.62978847,1.34477745,1.26421696,1.29669753,1.25919705,1.27554957,0.34977914,0.21104957,0.14418381,0.16608467,1.06672046,0.38592874,0.20642947,0.15456973,0.15454833,1.29529254,0.24715621,0.17857964,0.17634296,0.19403784,1.1286306,0.25324165,0.20620661,0.17814996,0.18193684,1.65071538,0.63796874,0.66986535,1.03177856,1.15708077,1.46631314,0.669568,0.65561202,0.97953348,1.0897452
99,1.29943724,1.19963686,1.20665416,0.17877659,0.15908834,0.18573141,0.20391605,0.13753921,0.15856564,1.18475693,0.81216499,0.71118709,1.63258358,1.07683554,1.21348031,1.25316261,1.30485135,1.61739159,1.31520478,1.24760453,1.28552776,1.25118871,1.26028421,0.34712963,0.21356273,0.14507578,0.1592908,1.05098732,0.37573346,0.20347497,0.1500585,0.15385586,1.28068637,0.24262393,0.17827335,0.17524148,0.18625726,1.11208577,0.25184574,0.20370088,0.18012643,0.17910343,1.63393285,0.62373075,0.6499053,1.01160129,1.13874161,1.45625298,0.65327091,0.64151795,0.95127431,1.06294638
100,1.28405032,1.1963246,1.21006405,0.17827335,0.16050581,0.1877989,0.19796325,0.13470482,0.15708133,1.16205159,0.79091956,0.69098463,1.6174553,1.06723608,1.21197213,1.26685039,1.30801435,1.62086952,1.32561685,1.24195062,1.27261597,1.25337821,1.24215391,0.34093117,0.21155707,0.138996,0.15921235,1.03522657,0.3648156,0.20227315,0.150871,0.15133447,1.2721057,0.24404403,0.17184377,0.17232713,0.18720567,1.107335,0.24996147,0.19379997,0.17686321,0.17627184,1.62834368,0.60219986,0.63216136,0.99868713,1.11992263,1.44259422,0.63805628,0.62558675,0.93604334,1.04730073
101,1.29228593,1.1851549,1.17512673,0.17301318,0.16624394,0.1855443,0.20260128,0.13168672,0.14971511,1.15299749,0.77474772,0.6751134,1.62982996,1.07860813,1.20521072,1.25715473,1.29900893,1.61605795,1.33884965,1.24913187,1.28239218,1.23937414,1.23765478,0.3374373,0.21188696,0.14109221,0.15652029,1.02992273,0.36326948,0.19833405,0.14735263,0.15187886,1.26705977,0.23720363,0.17436145,0.16962981,0.18211199,1.09275824,0.2428358,0.19375076,0.17473634,0.17544855,1.62834831,0.59173843,0.6211266,0.97965352,1.10062222,1.43879169,0.62141012,0.60907695,0.91828465,1.02675742
102,1.29156497,1.18636534,1.20560975,0.16758198,0.1534515,0.17829712,0.19369059,0.13162277,0.14811968,1.13227358,0.75700247,0.656933,1.6335685,1.07590532,1.21407901,1.25504773,1.30306087,1.60624956,1.33938241,1.24432481,1.28494385,1.2525146,1.22998049,0.33186525,0.20537005,0.14267579,0.15163545,1.0192882,0.35245163,0.19981655,0.14751081,0.14913521,1.26002221,0.2398372,0.17161341,0.16485178,0.18207747,1.08464794,0.24305567,0.19253217,0.16782212,0.17463594,1.62156404,0.58321017,0.6013996,0.95935976,1.08472304,1.42959863,0.61479518,0.60205039,0.90417396,1.02218859
103,1.28434031,1.18356341,1.20268733,0.16857876,0.15155286,0.17899527,0.19187522,0.13006505,0.14516774,1.11077397,0.73657162,0.64481069,1.61259578,1.05008357,1.19300387,1.2528451,1.29689892,1.59356003,1.31360762,1.23382913,1.26377122,1.22985137,1.21610399,0.32423421,0.20282887,0.13589904,0.15094806,1.00888037,0.34645296,0.19920616,0.143452,0.14754247,1.24649886,0.2278466,0.16758844,0.16529786,0.17859106,1.07486945,0.23856528,0.19077643,0.17024679,0.17062185,1.60549638,0.56518746,0.59504551,0.94218411,1.06235528,1.41643175,0.59945794,0.58319003,0.88422598,0.99329795
104,1.28085454,1.1660593,1.18861051,0.16521869,0.15157069,0.17587853,0.18651798,0.12327997,0.14376259,1.09196415,0.70902171,0.61805946,1.60429336,1.0520109,1.19911154,1.2359116,1.28711872,1.59216693,1.30057524,1.23663362,1.26920977,1.24228666,1.2081575,0.31185671,0.18927722,0.13911971,0.14455761,0.9960794,0.34754133,0.19342382,0.14449557,0.14637127,1.24109182,0.22780873,0.16374588,0.15732938,0.17505298,1.05831003,0.23034902,0.1838047,0.16690625,0.16549747,1.59689947,0.54195279,0.57342348,0.91901763,1.04123777,1.41004142,0.57976763,0.56266521,0.85551018,0.97002417
105,1.29195786,1.19378724,1.16612064,0.16456246,0.15186105,0.17999447,0.18332617,0.12548828,0.14562092,1.07706756,0.69885166,0.6047633,1.61771188,1.05453107,1.19498394,1.25071437,1.28497625,1.59288932,1.31332098,1.21344367,1.26176492,1.23355678,1.1957388,0.32423579,0.19377298,0.13303963,0.1498865,0.97680898,0.33906263,0.19309767,0.13735177,0.14756751,1.23736564,0.22054474,0.16268119,0.15941266,0.17216505,1.05649328,0.22805715,0.18166389,0.1644695,0.1672389,1.59399902,0.53790971,0.56083043,0.90411376,1.02295109,1.40094726,0.57195581,0.55231847,0.84839151,0.9563077
106,1.28962967,1.16137829,1.162374,0.16984171,0.14778814,0.18198817,0.18506886,0.12263987,0.14109365,1.06079438,0.69020566,0.59445151,1.62529188,1.04887733,1.1767308,1.24867328,1.29017286,1.59593392,1.30772026,1.20849519,1.26243971,1.23205362,1.18114241,0.30940059,0.19267661,0.13336461,0.14998313,0.97341017,0.3355716,0.19623081,0.14567683,0.14237226,1.22143626,0.22018992,0.1632061,0.15653975,0.17306845,1.035287,0.22090866,0.17975056,0.15939416,0.16580614,1.58417553,0.52136307,0.54956787,0.89244016,1.00870138,1.39291344,0.55658938,0.53930806,0.83240693,0.93784961
107,1.28595368,1.15338816,1.15913901,0.16375098,0.14603021,0.17342561,0.18265042,0.12381758,0.13703849,1.04920027,0.66532727,0.57691318,1.5947703,1.04488663,1.18101585,1.24035525,1.29246376,1.59726916,1.30675418,1.21115597,1.26468266,1.22385814,1.16811876,0.30501745,0.18486625,0.13018322,0.1470131,0.96649682,0.32738483,0.18450518,0.13699025,0.13780656,1.21005532,0.22076783,0.15761139,0.15317269,0.16848873,1.03170171,0.22439664,0.18236265,0.15698119,0.15947239,1.57916146,0.51853044,0.53405696,0.87394879,0.98478114,1.38895078,0.545041,0.52673459,0.81068382,0.92759414
108,1.26579278,1.13282625,1.16096395,0.15721804,0.13908145,0.16443725,0.1796339,0.12083909,0.13713105,1.02122843,0.6546224,0.5627052,1.59222874,1.0348132,1.16619301,1.23445697,1.28308956,1.57457389,1.30678025,1.20545083,1.25289762,1.21512063,1.15939768,0.29784603,0.19109,0.13607719,0.14550468,0.94785941,0.32161949,0.18589247,0.13499122,0.13876544,1.20201243,0.21147245,0.15706018,0.15451774,0.16610058,1.01396846,0.21133061,0.17338756,0.15640361,0.15958188,1.57234674,0.5033046,0.52428644,0.85531464,0.97031449,1.37157616,0.53292346,0.51440896,0.79667326,0.90185353
109,1.2657927,1.1353372,1.15076362,0.16440992,0.14267322,0.16801271,0.17793641,0.11519927,0.13208884,1.00857471,0.6346028,0.54365822,1.60096715,1.03805305,1.16945994,1.22021212,1.27433014,1.58894066,1.30273752,1.21290022,1.2514996,1.22548842,1.15010943,0.29828197,0.18228103,0.12677366,0.14795426,0.93909962,0.32472032,0.182331,0.13743593,0.13778391,1.2037169,0.20701196,0.15324068,0.14844882,0.16588837,1.01456305,0.21624613,0.17015981,0.15521908,0.15346694,1.56419117,0.48523227,0.50510974,0.83671241,0.95860465,1.37150238,0.52017313,0.49815049,0.77920174,0.88756622
110,1.2762386,1.13150544,1.13802614,0.15452136,0.15035333,0.16476301,0.17461964,0.11532679,0.13629435,0.99694439,0.61546891,0.5323619,1.58346649,1.04303551,1.15910997,1.22846082,1.2797365,1.58318104,1.2937403,1.21330005,1.24070414,1.21270695,1.14290705,0.29036755,0.18749804,0.13185115,0.14511046,0.9358211,0.31047574,0.17800548,0.13098541,0.13515699,1.19269221,0.20322718,0.14945438,0.14578461,0.16379116,1.0161362,0.2101118,0.16539323,0.15516007,0.15605446,1.55480533,0.47844829,0.48971141,0.81954004,0.94021114,1.35052594,0.50495763,0.49026863,0.76326946,0.86424958
111,1.27923686,1.11073424,1.14014123,0.15797794,0.14198559,0.16396966,0.17490013,0.11798002,0.13229614,0.98584493,0.61507051,0.52497087,1.59025475,1.02500211,1.16734988,1.2217886,1.27437843,1.57493162,1.28103696,1.1963061,1.2417608,1.21576411,1.13315377,0.2874988,0.18652769,0.12740781,0.14359073,0.92112273,0.31099377,0.17549029,0.13533585,0.1407605,1.18328376,0.20245077,0.14909456,0.15234201,0.1598967,0.99912333,0.2112896,0.16692676,0.15139238,0.15499752,1.55218353,0.46914854,0.48462303,0.80532215,0.92681136,1.35197291,0.50697449,0.48000106,0.75208211,0.8603747
112,1.26291484,1.11103677,1.1292711,0.15338695,0.13781828,0.16269344,0.16855662,0.1149595,0.12987218,0.96228008,0.59492515,0.51134433,1.58092732,1.01582318,1.15926414,1.22143729,1.27813866,1.58052317,1.29064232,1.19812997,1.22698035,1.20613183,1.11159718,0.28073497,0.18275251,0.12425614,0.14099294,0.90806299,0.30020039,0.17879718,0.12699915,0.13598299,1.16858921,0.19700963,0.1488747,0.14396632,0.15863006,0.98475602,0.21039468,0.16159408,0.15140752,0.14970284,1.54077093,0.45349206,0.47345239,0.79501429,0.90473382,1.33920188,0.49000557,0.46702932,0.72962017,0.83297061
